N,P,K,Temperature,Humidity,pH,Rainfall,Label,Disease_Prone,Common_Disease(Fungal),Common_Disease(Bacterial),Common_Disease(Viral),Salinity_dS_m,Water_Requirement,Disease_Resistance_Score,Nutrient_Deficiency
39,30,67,39.2,63.0,6.96,345.2,Potato,Yes,None,Scab,None,0.69,538.4,6.7,Phosphorus
82,11,45,25.8,88.8,6.29,85.3,Bitter Gourd,No,None,None,Cauliflower Mosaic Virus,2.83,714.0,2.6,None
31,28,51,15.4,37.7,5.66,153.8,Potato,No,Downy Mildew,None,None,3.24,574.5,5.0,Nitrogen
76,63,76,35.0,30.6,5.56,142.1,Cumin,Yes,Rust,None,None,3.17,123.2,9.7,Phosphorus
31,49,10,38.4,56.8,5.67,357.2,Mustard,Yes,None,None,None,0.96,172.7,9.0,Phosphorus
57,80,57,23.5,73.6,6.07,137.6,Sugarcane,No,None,Black Rot,None,3.42,129.5,8.5,Potassium
97,34,63,29.9,75.6,6.26,204.4,Peas,Yes,None,Bacterial Crown Gall,None,2.52,401.5,2.6,Phosphorus
52,54,86,25.6,42.5,5.8,354.5,Beet,Yes,Mildew,None,None,2.76,342.2,4.0,Phosphorus
20,60,88,19.7,51.4,5.75,149.7,Barley,Yes,None,Aerial Stem Rot,None,1.15,688.7,1.8,None
84,19,46,15.8,58.7,6.93,282.7,Peas,No,None,None,None,2.42,574.0,1.8,Phosphorus
106,40,49,20.8,37.4,5.91,386.4,Fennel,Yes,Botrytis Blight,None,Tobacco Mosaic Virus,2.27,186.3,9.5,Potassium
30,33,61,19.9,80.9,5.57,83.7,Ragi,No,None,None,Potato Virus,3.38,660.4,8.9,Phosphorus
55,23,71,23.8,45.0,6.24,366.0,Linseed,Yes,None,None,None,0.55,676.5,9.2,Phosphorus
88,53,64,27.9,51.5,6.31,169.6,Amaranth,Yes,None,None,None,1.81,140.9,7.8,Potassium
69,72,41,15.4,87.3,5.87,138.1,Ragi,Yes,None,None,Plum Pox Virus,2.58,635.3,6.7,Nitrogen
84,11,88,29.3,57.9,5.68,300.6,Bitter Gourd,Yes,None,None,None,2.65,185.6,5.9,Phosphorus
43,33,27,16.2,36.2,7.18,84.9,Mustard,No,Mildew,None,None,2.82,545.0,4.9,Phosphorus
55,10,70,26.8,72.4,6.65,304.4,Cauliflower,No,None,None,None,2.74,178.3,5.4,Nitrogen
80,34,84,31.5,47.3,6.96,328.2,Amaranth,Yes,None,None,None,0.97,287.9,9.1,None
92,14,65,25.6,75.5,7.23,224.8,Castor,Yes,None,None,None,2.92,448.6,8.3,Potassium
100,39,13,31.9,50.7,7.39,366.1,Wheat,No,None,None,None,1.54,111.1,2.7,Potassium
57,40,88,29.0,34.0,6.87,258.1,Sugarcane,Yes,None,Bacterial Canker,None,1.19,345.5,8.0,None
80,67,24,29.1,76.2,7.22,390.4,Chilly,No,None,None,African Cassava Mosaic Virus,3.22,648.5,1.6,Nitrogen
103,60,69,19.6,73.6,5.78,247.6,Beet,No,None,None,None,2.26,343.7,4.6,Potassium
37,69,69,17.4,63.6,6.44,354.7,Fennel,No,None,None,None,1.76,204.4,1.8,Nitrogen
56,48,28,39.2,76.0,6.13,164.0,Fennel,Yes,None,None,None,2.09,679.9,7.0,Nitrogen
23,59,28,24.2,42.6,6.88,122.1,Castor,No,None,None,None,3.31,104.8,7.2,Phosphorus
97,76,55,27.7,59.4,6.03,157.6,Castor,No,Anthracnose,None,African Cassava Mosaic Virus,1.17,388.7,1.3,None
77,52,15,16.0,34.9,7.38,272.3,Cauliflower,Yes,None,None,None,1.51,209.4,6.4,Nitrogen
103,54,90,24.8,83.7,6.5,341.4,Linseed,No,None,None,None,2.5,507.0,6.2,Nitrogen
102,36,42,34.2,67.5,7.38,159.6,Coriander,No,None,None,None,2.81,349.4,8.7,Nitrogen
88,18,71,25.2,51.2,5.56,152.2,Guar,Yes,Powdery Mildew,None,None,2.42,544.9,6.5,None
91,51,70,32.8,86.8,5.97,95.1,Guar,No,None,None,None,3.0,255.3,4.1,Phosphorus
110,50,10,15.2,49.2,5.73,109.9,Cauliflower,Yes,None,None,None,3.46,216.8,6.3,Potassium
76,65,80,19.1,79.8,6.29,286.5,Fennel,Yes,None,None,None,3.26,174.5,2.1,Phosphorus
60,55,17,25.0,46.5,7.04,177.3,Peas,Yes,None,None,None,3.06,748.4,6.0,Potassium
81,14,41,23.2,37.5,6.86,337.0,Fennel,Yes,None,None,Brome Mosaic Virus,1.61,561.7,5.0,Nitrogen
109,35,15,29.7,83.0,7.28,194.5,Cabbage,No,Blight,None,None,3.26,379.3,1.9,None
79,27,14,18.9,41.1,6.47,157.7,Okra,No,None,None,None,1.44,332.1,8.5,Potassium
52,36,18,23.9,54.5,5.56,115.0,Paddy,Yes,Sclerotium Rots,None,None,2.35,755.9,10.0,Potassium
34,63,58,28.2,84.8,6.86,353.9,Castor,Yes,None,None,None,0.52,443.0,5.1,Nitrogen
100,49,47,34.4,46.2,6.55,178.5,Bajra,No,Anthracnose,None,None,3.06,207.3,4.9,Nitrogen
71,24,48,23.1,77.2,5.63,354.5,Turmeric,No,None,None,Mosaic,2.04,504.2,4.7,Phosphorus
119,10,66,21.1,50.9,6.92,67.6,Cumin,Yes,None,None,Cucumber Mosaic Virus,1.04,212.5,3.7,Potassium
66,79,32,25.6,63.1,7.24,50.9,Potato,Yes,None,None,Leaf Curl,3.02,505.9,1.7,Nitrogen
118,59,87,32.3,52.2,6.9,65.3,Sunflower,No,None,None,None,2.44,346.0,9.1,Potassium
108,10,74,15.2,57.5,5.53,108.1,Coriander,Yes,None,Stewart's Wilt,Cauliflower Mosaic Virus,0.89,329.6,2.8,None
35,41,53,28.7,34.8,7.17,160.8,Sunflower,Yes,None,None,Stunt,1.71,582.5,9.9,None
89,21,47,23.0,86.5,6.45,250.4,Cauliflower,No,None,None,None,2.74,565.7,5.5,None
49,13,13,17.9,74.2,6.99,389.6,Mustard,Yes,None,None,None,2.53,521.1,3.2,Nitrogen
82,51,62,16.3,66.9,7.37,394.2,Guar,No,None,None,None,2.27,586.6,9.4,None
77,44,47,37.8,73.3,7.28,105.8,Guar,Yes,None,None,None,2.05,166.1,9.2,Potassium
109,18,76,27.2,53.7,6.65,231.9,Castor,Yes,None,None,None,1.53,167.4,7.9,Potassium
43,77,70,15.1,32.3,7.25,133.1,Cumin,No,None,None,None,2.52,155.7,3.5,Nitrogen
89,71,27,29.1,43.9,6.75,346.3,Linseed,No,None,None,None,1.34,149.8,7.7,None
25,37,75,32.9,60.8,6.85,153.0,Guar,Yes,Powdery Mildew,None,None,2.49,700.3,6.0,Phosphorus
26,29,56,31.6,86.9,7.11,274.7,Potato,No,None,None,None,2.12,160.0,1.5,Nitrogen
104,15,23,35.3,76.2,6.04,214.5,Sunflower,No,None,None,None,3.33,526.8,4.3,Potassium
63,62,67,39.1,52.1,6.67,185.4,Alfalfa,No,Sclerotinia Rots,Wilt,Yellowing,2.91,124.9,5.2,None
41,64,84,24.1,34.9,5.59,232.7,Amaranth,Yes,None,None,None,0.64,185.1,8.8,Phosphorus
76,55,73,16.8,63.8,6.21,223.8,Sugarcane,Yes,None,None,None,2.8,593.2,1.2,Phosphorus
96,69,19,28.2,83.6,6.67,235.4,Guar,No,None,None,None,3.01,138.1,8.9,None
62,71,78,24.0,34.4,5.58,312.6,Bajra,No,None,Leaf Spot Wilt,None,1.19,275.3,5.8,Nitrogen
99,10,90,33.9,33.1,5.51,282.5,Onion,Yes,None,None,None,0.76,435.9,2.9,Phosphorus
94,15,31,17.5,60.3,5.5,162.2,Amaranth,No,None,Wilt,None,2.89,785.5,3.1,Phosphorus
89,21,44,30.4,68.5,5.54,176.8,Guar,Yes,None,None,None,0.72,609.6,5.6,None
104,77,84,24.3,51.7,7.49,246.8,Paddy,Yes,None,Canker,None,2.39,106.7,8.2,Phosphorus
68,52,14,24.3,30.2,6.88,77.9,Cumin,No,Leaf Spot,None,None,0.83,395.0,6.0,Potassium
66,73,17,33.3,87.3,6.2,67.7,Wheat,No,Rust,None,None,1.66,393.3,1.0,Nitrogen
118,26,73,32.5,43.5,6.32,254.4,Cumin,No,Black Spot,None,Mosaic Virus,1.81,372.1,1.6,Phosphorus
94,58,59,35.0,73.2,5.92,269.7,Potato,Yes,None,None,None,0.55,758.3,1.5,Phosphorus
106,20,87,26.3,32.3,7.45,267.8,Bitter Gourd,No,Mildew,None,None,2.37,563.4,5.9,Phosphorus
100,23,28,16.7,80.9,7.01,388.5,Bitter Gourd,No,None,None,Leaf Curl,1.71,509.1,3.6,None
86,61,14,29.3,80.1,6.69,382.8,Beet,No,None,None,None,2.68,480.8,6.7,Potassium
29,62,87,34.0,44.8,6.77,77.9,Cumin,No,None,Scab,None,2.0,710.1,2.1,Nitrogen
62,27,73,36.9,82.7,6.32,235.8,Fennel,Yes,None,Aerial Stem Rot,African Cassava Mosaic Virus,2.44,247.1,1.9,Nitrogen
53,20,79,29.7,63.3,6.67,226.7,Bajra,Yes,Powdery Mildew,Tuber Soft Rot,None,1.99,475.4,7.6,Nitrogen
75,64,63,21.3,39.0,7.13,311.7,Wheat,Yes,None,None,None,2.8,331.3,9.0,Potassium
80,70,58,30.1,73.4,5.56,126.4,Sugarcane,No,None,Scab,None,0.63,506.8,1.0,Nitrogen
74,24,46,35.5,68.1,7.34,257.8,Cotton,No,Anthracnose,None,None,0.67,184.1,4.4,None
97,80,54,16.5,83.2,6.76,100.8,Maize,No,Fusarium Rots,None,None,2.94,513.0,7.5,Phosphorus
84,55,22,29.5,64.5,6.64,239.3,Okra,No,None,None,None,3.34,131.4,5.4,Phosphorus
73,26,72,17.0,69.3,5.58,292.2,Wheat,No,None,None,None,2.04,224.9,6.5,None
95,19,72,21.1,77.6,5.59,227.7,Wheat,No,Powdery Mildew,None,None,2.2,651.1,6.7,Nitrogen
37,14,51,38.3,52.9,5.86,355.5,Coriander,No,None,None,None,1.31,759.3,5.6,None
119,46,32,33.8,69.7,6.1,105.5,Guar,Yes,Anthracnose,None,Tobacco Mosaic Virus,2.35,443.3,7.4,Nitrogen
97,28,29,33.1,84.7,6.51,367.9,Garlic,No,Powdery Mildew,Soft Rot,None,1.62,752.2,5.9,Nitrogen
107,12,52,18.1,71.3,7.24,301.2,Coriander,Yes,Botrytis Blight,None,None,1.21,643.0,1.4,Phosphorus
100,48,39,35.6,75.7,5.57,160.2,Coriander,Yes,None,Fire Blight,None,3.29,265.8,1.3,Phosphorus
84,77,63,18.5,43.4,5.65,243.9,Potato,Yes,Sclerotium Rots,None,None,2.71,574.1,4.0,Nitrogen
25,77,61,36.0,74.0,7.32,126.5,Alfalfa,No,Botrytis Blight,None,None,3.46,457.5,5.8,Potassium
66,41,64,35.8,65.9,5.66,212.7,Guar,No,None,None,None,3.2,138.1,6.4,Phosphorus
69,21,75,38.2,57.4,7.42,131.3,Potato,Yes,Rust,None,None,2.64,393.5,5.2,None
119,78,17,24.8,31.2,6.22,182.5,Linseed,No,Fusarium Rots,None,None,3.28,544.3,2.1,None
63,15,75,24.2,37.0,6.11,164.8,Cauliflower,No,None,None,None,2.76,680.5,8.0,Nitrogen
84,53,35,32.3,46.2,6.84,291.4,Soybean,No,None,None,None,3.26,179.7,3.8,Nitrogen
100,27,73,35.2,79.8,5.96,165.2,Fennel,Yes,None,None,None,1.56,442.4,4.7,Phosphorus
31,50,45,31.3,34.4,5.94,262.5,Chilly,Yes,None,None,None,1.02,127.9,2.7,Phosphorus
58,67,87,34.2,80.4,7.37,117.7,Beet,Yes,None,None,None,0.85,459.9,5.6,Phosphorus
29,28,17,16.7,44.2,5.78,244.6,Wheat,No,None,Stewart's Wilt,None,0.75,762.8,6.0,None
73,65,10,15.2,39.5,7.12,296.1,Oat,Yes,None,None,None,0.61,750.5,5.3,Phosphorus
101,36,37,33.0,87.1,6.28,198.8,Okra,Yes,None,Scab,None,1.22,131.4,3.0,None
71,14,44,34.2,85.2,5.7,207.3,Peas,Yes,None,None,None,2.04,411.5,5.4,Potassium
103,80,82,38.2,66.7,5.75,354.3,Wheat,No,None,None,None,2.37,504.9,2.1,Phosphorus
115,43,44,15.2,72.0,6.04,273.5,Fennel,Yes,None,None,None,2.09,733.4,3.5,None
94,33,17,28.5,32.4,5.89,197.6,Cauliflower,No,Downy Mildew,None,None,2.97,440.7,4.7,None
85,66,36,36.5,88.0,5.55,246.3,Ragi,Yes,None,None,None,1.27,118.1,8.4,Potassium
54,53,66,24.3,50.5,7.0,385.9,Linseed,No,None,None,None,1.88,505.1,2.8,None
74,24,69,25.6,46.3,5.88,308.2,Peas,Yes,None,None,Cauliflower Mosaic Virus,2.5,615.4,9.3,Nitrogen
27,68,39,19.7,36.4,6.2,336.3,Oat,No,Fusarium Rots,None,None,3.05,159.3,6.9,Nitrogen
55,50,63,36.9,86.5,6.68,208.8,Wheat,No,Fusarium Rots,None,None,1.12,489.9,3.7,None
96,69,71,25.4,68.6,6.76,279.5,Barley,No,Mildew,None,None,0.96,536.6,9.4,Nitrogen
30,71,26,15.2,65.5,7.25,163.6,Sugarcane,Yes,Anthracnose,Aerial Stem Rot,None,0.62,386.9,1.1,Nitrogen
69,66,28,30.0,48.2,5.61,165.9,Potato,No,None,None,Potato Virus,2.1,116.1,2.8,Phosphorus
52,44,28,17.1,48.4,5.9,126.3,Garlic,Yes,None,None,None,3.33,624.7,6.1,Potassium
56,48,53,31.2,30.7,5.84,288.3,Barley,Yes,None,None,None,0.74,621.4,3.7,None
34,42,47,19.3,45.3,6.01,165.2,Paddy,Yes,None,None,None,3.41,601.5,3.2,None
90,48,59,32.3,62.4,6.37,155.3,Onion,No,Sclerotinia Rots,None,None,1.97,303.3,3.7,Nitrogen
37,37,44,24.2,61.1,6.83,295.9,Cotton,Yes,None,Aerial Stem Rot,None,1.48,442.6,8.0,Nitrogen
33,57,53,28.8,43.0,7.41,148.0,Castor,Yes,None,None,None,3.18,292.9,5.5,Potassium
43,65,41,35.9,41.2,5.56,305.1,Beet,Yes,Sclerotium Rots,None,Potato Virus Y,1.82,361.4,5.8,None
34,57,86,23.1,47.5,6.64,328.7,Potato,Yes,Rhizoctonia Rots,None,None,3.11,182.4,4.2,None
84,32,74,16.0,64.8,5.59,287.6,Potato,Yes,Sclerotinia Rots,None,None,0.6,344.1,3.1,Nitrogen
59,66,35,27.7,87.5,7.1,178.3,Tomato,Yes,Powdery Mildew,None,None,1.9,724.2,6.3,None
30,69,26,15.0,69.4,5.75,355.3,Guar,Yes,Sclerotinia Rots,None,None,3.34,211.8,4.5,Phosphorus
39,11,59,28.9,52.2,7.24,151.0,Sunflower,No,None,Scab,None,2.36,770.4,8.3,Nitrogen
56,32,58,19.1,70.5,5.51,344.4,Cumin,No,None,None,None,0.84,782.8,9.9,Potassium
50,41,78,28.7,82.9,7.5,253.9,Chilly,No,None,None,None,3.24,359.0,2.3,Phosphorus
116,26,71,26.7,57.4,6.86,192.9,Mustard,No,None,None,None,2.04,434.3,3.9,Nitrogen
68,78,53,38.2,58.0,5.57,372.3,Amaranth,Yes,Fusarium Rots,Black Rot,None,3.11,766.3,1.7,Potassium
49,16,82,30.5,79.8,7.13,161.3,Beet,Yes,None,None,None,2.51,568.4,3.3,Phosphorus
68,30,84,37.5,57.2,6.42,372.5,Turmeric,Yes,Botrytis Blight,None,None,1.02,143.8,6.5,Nitrogen
49,40,65,24.6,31.7,6.06,335.8,Barley,Yes,Mildew,None,None,2.87,777.2,6.0,Nitrogen
58,67,62,19.5,73.1,6.22,345.2,Okra,No,None,None,None,2.63,123.1,8.5,Potassium
79,25,66,38.8,32.5,7.2,187.2,Beet,Yes,Sclerotinia Rots,None,Mosaic Virus,3.32,498.1,9.0,Phosphorus
47,40,32,26.7,75.5,6.51,136.3,Potato,No,None,None,None,3.21,340.0,5.9,Nitrogen
87,38,39,27.3,82.1,6.34,263.3,Wheat,No,None,None,None,2.59,536.0,8.7,Nitrogen
83,26,69,18.2,41.9,5.82,84.0,Fennel,Yes,Rhizoctonia Rots,None,None,1.35,388.4,3.5,None
70,49,58,37.2,65.9,6.67,96.0,Cauliflower,Yes,None,None,None,1.15,383.6,5.2,Nitrogen
35,44,79,36.1,74.7,7.09,255.7,Cumin,No,None,None,Potato Virus Y,2.89,769.3,3.6,Nitrogen
82,35,38,32.2,51.2,7.22,231.3,Potato,Yes,Powdery Mildew,None,None,1.69,268.0,3.1,Phosphorus
27,50,13,30.1,79.9,6.37,179.7,Garlic,Yes,None,None,None,1.11,199.4,5.1,Potassium
41,20,15,22.0,31.7,7.27,274.9,Linseed,No,Mildew,None,None,2.77,238.6,2.8,Phosphorus
24,17,57,36.2,57.6,7.01,395.4,Linseed,No,None,None,None,3.05,293.6,5.3,Nitrogen
106,54,81,21.5,41.5,5.82,357.1,Garlic,No,None,None,Cucumber Mosaic Virus,0.6,702.7,6.8,None
95,16,40,37.4,33.9,7.25,125.0,Garlic,No,None,None,None,1.46,284.9,4.0,Nitrogen
69,31,58,28.3,34.7,6.52,217.1,Tomato,Yes,None,Canker,None,1.6,554.5,2.8,Phosphorus
81,53,74,34.6,85.6,6.16,53.3,Okra,No,None,None,None,1.89,344.9,1.2,Phosphorus
38,34,29,34.7,73.2,6.56,68.0,Sunflower,Yes,None,None,None,0.67,727.1,2.0,Potassium
64,18,24,17.8,61.4,5.85,177.2,Ragi,Yes,None,None,Yellowing,2.95,505.1,9.8,None
34,35,62,33.0,70.1,6.87,317.7,Cauliflower,No,Black Spot,None,None,2.54,706.5,6.8,None
57,15,34,24.2,89.7,7.28,392.0,Cabbage,Yes,None,None,None,1.65,555.6,5.9,Potassium
24,42,72,30.4,44.3,6.87,119.0,Oat,Yes,None,Aerial Stem Rot,None,1.7,165.8,7.9,Potassium
117,59,74,16.3,45.1,6.09,123.4,Maize,No,None,Rot,None,3.03,493.4,1.1,Nitrogen
109,24,77,34.2,47.1,6.35,98.2,Jowar,Yes,Leaf Spot,Aerial Stem Rot,None,2.73,104.8,7.2,Nitrogen
23,29,52,28.6,38.8,7.05,220.3,Cumin,Yes,None,None,None,3.37,489.1,2.1,Nitrogen
80,37,59,36.3,58.4,6.28,294.9,Paddy,No,None,None,Cauliflower Mosaic Virus,0.66,279.1,5.8,Phosphorus
61,43,76,20.0,54.0,5.53,115.3,Barley,Yes,None,None,None,0.91,560.9,5.8,Potassium
67,62,85,28.8,64.3,6.54,392.6,Fennel,No,Downy Mildew,None,None,0.73,328.4,2.2,Phosphorus
31,59,37,34.6,74.5,7.27,304.4,Cotton,No,Downy Mildew,None,None,1.71,328.3,4.3,Potassium
26,43,75,38.4,81.2,6.62,74.2,Paddy,Yes,Rust,None,None,1.55,756.8,9.5,Nitrogen
98,21,71,37.2,59.7,6.65,168.8,Cauliflower,Yes,Sclerotinia Rots,None,None,1.83,599.6,9.4,Phosphorus
80,52,28,37.9,71.6,6.06,365.2,Onion,No,None,None,None,2.83,494.4,2.3,None
43,68,46,36.8,79.1,6.65,256.9,Cotton,Yes,None,None,None,1.13,417.8,1.8,None
93,48,25,32.8,54.4,6.23,121.8,Garlic,Yes,None,None,None,0.82,178.0,1.8,Potassium
92,70,38,30.2,77.8,6.1,236.8,Cauliflower,Yes,None,None,None,2.58,259.4,7.7,Phosphorus
99,58,20,39.3,34.1,7.04,98.6,Alfalfa,Yes,None,None,None,1.93,300.0,1.5,Phosphorus
43,50,39,38.3,81.3,6.67,205.7,Maize,Yes,Sclerotium Rots,None,None,1.44,148.1,9.7,Phosphorus
58,65,88,38.2,42.9,6.69,120.7,Cotton,Yes,None,None,None,1.75,535.8,2.3,None
110,77,12,19.8,51.1,5.95,82.9,Coriander,No,None,Wilt,None,2.79,454.4,4.9,None
59,45,11,23.3,33.4,5.6,127.9,Bitter Gourd,Yes,Downy Mildew,None,None,2.22,731.2,7.6,Nitrogen
88,53,80,34.0,35.0,5.73,367.9,Beet,No,None,None,None,2.32,150.2,5.6,Phosphorus
100,55,13,38.5,39.3,6.47,153.9,Brinjal,No,None,None,None,3.2,611.5,9.0,Potassium
84,75,63,38.4,65.5,6.0,84.9,Linseed,Yes,Blight,None,None,2.1,302.4,8.2,None
68,41,89,25.8,75.1,5.52,271.7,Maize,No,Blight,Tuber Soft Rot,None,2.71,771.4,5.9,Phosphorus
98,58,25,30.6,81.2,5.53,179.4,Sugarcane,Yes,None,None,None,3.24,430.4,5.4,Nitrogen
42,44,54,31.0,39.9,5.57,110.1,Barley,Yes,Sclerotium Rots,None,None,1.09,562.9,5.7,None
39,13,81,17.1,33.7,6.58,275.4,Sunflower,No,None,None,None,3.47,331.0,4.8,Phosphorus
79,51,19,26.9,66.2,6.33,204.8,Potato,No,None,None,None,1.69,545.6,2.1,Nitrogen
74,66,63,25.1,46.0,5.68,166.5,Onion,No,None,None,None,1.3,725.4,8.2,Phosphorus
61,11,40,39.9,35.3,6.92,176.9,Cauliflower,Yes,None,None,None,1.48,534.5,2.1,Phosphorus
109,19,87,31.2,82.1,7.37,352.2,Beet,Yes,None,Rot,None,0.58,194.5,8.3,Phosphorus
120,59,51,34.7,43.0,6.92,172.1,Paddy,Yes,None,None,None,1.44,222.6,7.0,Nitrogen
38,62,10,39.9,65.0,7.1,193.3,Turmeric,Yes,Botrytis Blight,None,None,2.67,623.8,9.3,Potassium
58,51,23,39.8,32.0,5.82,112.7,Mustard,No,None,None,None,0.75,158.2,6.2,Phosphorus
79,22,14,39.6,75.1,7.05,261.7,Castor,No,None,None,None,2.24,248.3,2.8,Phosphorus
21,17,86,18.1,86.9,5.9,235.9,Cotton,Yes,None,None,None,3.4,604.9,5.0,Phosphorus
23,33,65,25.8,85.1,6.39,134.4,Beet,No,None,None,None,2.02,625.1,4.5,None
47,72,90,18.0,79.2,7.48,292.0,Okra,Yes,None,None,Potato Virus,1.79,438.7,5.5,Nitrogen
85,33,52,20.0,89.4,5.57,261.8,Tomato,Yes,Rhizoctonia Rots,None,None,3.45,578.0,8.8,Phosphorus
109,22,32,39.1,57.0,5.62,157.3,Castor,No,None,None,None,1.57,546.2,7.1,Potassium
34,32,86,30.0,65.4,6.79,287.4,Coriander,Yes,Downy Mildew,None,None,2.79,185.4,6.0,Nitrogen
81,29,55,28.2,33.2,5.79,291.2,Beet,No,None,None,African Cassava Mosaic Virus,3.0,618.0,6.9,Nitrogen
51,55,20,30.5,72.5,6.68,113.1,Garlic,No,None,Leaf Spot Wilt,None,0.92,567.2,4.9,Nitrogen
78,55,61,22.7,37.8,6.46,206.7,Barley,Yes,Downy Mildew,None,None,3.5,112.0,9.5,None
89,71,25,30.2,39.4,6.6,65.5,Bitter Gourd,Yes,Powdery Mildew,None,Brome Mosaic Virus,2.37,262.5,9.0,None
100,40,80,36.4,76.2,5.84,389.0,Castor,No,None,None,None,2.18,264.5,9.0,None
22,61,84,24.5,75.9,6.17,89.9,Wheat,No,Mildew,None,None,1.4,673.6,7.9,None
49,22,84,29.5,73.1,6.91,262.9,Sunflower,Yes,Powdery Mildew,None,None,0.53,503.6,5.4,Phosphorus
65,69,12,34.3,36.3,6.68,166.5,Amaranth,No,None,None,None,1.74,623.7,7.8,Potassium
25,74,47,29.2,32.6,6.51,252.0,Sugarcane,No,Sclerotinia Rots,None,None,3.44,366.7,9.9,Phosphorus
120,53,82,39.4,41.6,5.82,214.0,Guar,No,None,None,None,2.17,564.7,7.4,None
111,10,17,31.8,32.8,6.5,207.4,Maize,Yes,Botrytis Blight,None,None,3.03,526.4,2.3,Nitrogen
57,67,25,30.6,63.9,7.46,283.1,Cumin,No,None,None,None,2.91,677.6,6.2,Nitrogen
38,25,40,28.1,51.2,6.7,144.6,Cotton,No,Black Spot,None,None,2.02,469.0,8.0,Phosphorus
78,51,13,34.3,67.3,5.78,134.9,Jowar,No,None,None,None,3.41,489.9,1.3,Potassium
100,71,50,21.1,64.7,5.94,256.8,Mustard,Yes,Downy Mildew,None,None,0.52,724.0,6.7,None
22,69,33,23.5,47.5,6.18,322.1,Sugarcane,Yes,None,None,Potato Virus Y,2.67,435.5,4.7,Potassium
80,12,16,25.3,87.0,7.06,351.6,Okra,Yes,None,None,None,3.3,226.3,2.6,None
40,74,16,37.1,86.7,6.49,181.9,Oat,Yes,None,None,None,2.99,604.7,7.6,Potassium
95,75,60,16.8,51.0,7.44,164.6,Cauliflower,Yes,None,None,None,1.23,200.6,3.0,Nitrogen
45,56,50,31.0,57.4,7.0,213.5,Alfalfa,Yes,None,None,None,3.07,400.5,8.3,Phosphorus
70,21,37,16.0,33.3,5.87,332.3,Cauliflower,Yes,Rust,None,None,3.08,441.6,5.0,None
55,40,46,25.9,80.1,6.7,202.7,Barley,No,None,None,None,0.88,709.2,1.0,Phosphorus
113,80,87,37.3,43.8,6.36,240.6,Barley,No,Leaf Spot,None,None,2.12,689.7,8.2,Phosphorus
117,65,27,24.8,62.3,7.31,80.1,Guar,Yes,Anthracnose,None,None,3.22,336.4,8.5,None
88,60,21,31.5,35.8,5.92,186.5,Bajra,No,None,None,None,2.36,189.9,2.9,None
107,75,60,32.0,73.8,5.86,70.3,Cauliflower,No,Botrytis Blight,None,None,2.46,671.1,6.4,Potassium
31,66,19,26.2,64.6,5.53,372.6,Cumin,No,Rhizoctonia Rots,Black Rot,None,0.53,427.2,6.3,Phosphorus
42,52,65,25.5,67.6,6.8,76.4,Onion,Yes,None,None,None,3.38,504.6,7.8,Phosphorus
65,23,62,17.1,54.1,6.52,256.5,Coriander,Yes,None,None,None,1.94,660.2,2.0,Phosphorus
104,80,78,17.5,35.0,6.04,372.3,Castor,No,None,None,None,0.78,285.0,2.4,Potassium
114,26,58,20.3,84.8,7.3,68.5,Tomato,Yes,None,Bacterial Crown Gall,None,2.69,185.9,9.2,Nitrogen
28,77,12,20.1,50.8,5.92,77.2,Garlic,Yes,None,None,None,3.06,288.0,1.4,Phosphorus
63,42,69,26.4,80.0,6.44,137.0,Garlic,No,None,None,None,3.13,223.5,7.3,Phosphorus
40,40,46,20.3,37.6,6.85,171.1,Sunflower,Yes,None,None,None,1.77,438.0,7.3,None
31,40,66,25.5,88.4,7.04,173.9,Okra,No,None,Leaf Spot Wilt,Cauliflower Mosaic Virus,2.08,152.5,2.6,Phosphorus
54,74,53,21.6,61.2,6.05,238.2,Peas,No,None,None,None,2.11,513.8,4.2,Phosphorus
67,65,63,26.7,62.3,6.73,170.0,Jowar,Yes,Black Spot,None,None,2.97,243.4,7.3,Nitrogen
93,15,66,30.9,34.7,7.12,209.9,Guar,Yes,None,None,None,1.81,527.7,5.6,Potassium
109,62,39,17.2,76.7,6.38,230.3,Cauliflower,Yes,None,None,None,3.4,545.1,2.4,Phosphorus
77,61,88,32.4,82.2,7.35,172.0,Alfalfa,No,None,None,None,1.18,426.1,4.6,None
54,37,85,28.3,63.5,6.01,204.1,Okra,No,None,None,Potato Virus X,2.47,687.8,1.2,None
29,31,16,34.2,81.1,7.42,141.8,Guar,Yes,None,Black Rot,None,3.45,123.9,8.1,Potassium
81,59,65,25.6,77.7,5.78,96.7,Bitter Gourd,Yes,None,Bacterial Canker,None,1.32,561.5,9.9,Nitrogen
38,21,71,28.1,66.3,7.09,345.8,Cumin,Yes,Powdery Mildew,None,None,2.94,268.9,6.5,Nitrogen
39,30,41,34.7,65.5,6.71,197.5,Cabbage,Yes,None,None,None,2.05,770.7,7.0,Phosphorus
97,60,62,33.8,85.0,5.61,163.2,Oat,No,None,None,None,2.75,383.0,6.9,Phosphorus
82,37,65,16.2,83.2,6.32,326.3,Mustard,Yes,None,None,None,2.41,470.4,6.4,Phosphorus
39,79,65,35.9,47.3,6.59,74.9,Ragi,Yes,None,Blackleg,None,2.6,229.8,4.7,Nitrogen
81,57,88,24.0,69.1,6.24,225.1,Potato,No,None,None,None,2.07,338.2,4.0,Potassium
